Continent,Country,Location Chinese,Location English,Current Location,Latitude,Longitude,Business Name Chinese,Business Name English,Sector,Sub-Category,Name-chi,Type-chi,Name-eng,Type-eng,Town-chi,Province-chi,Town-eng,Province-eng
North America,United States,柯利近省 碧架埠,"Baker City, Oregon",,44.776226,-117.83441,怡源雜貨,"Yee Yuen & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,怡源,雜貨,Yee Yuen & Co.,"Yee Yuen & Co., Gen. Mdse.",碧架埠,柯利近省,Baker City,Oregon
North America,United States,柯利近省 打罅市埠,"Dallas, Oregon",,44.919434,-123.31673,紹記雜貨,"Chew Kee & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,紹記,雜貨,Chew Kee & Co.,"Chew Kee & Co., Gen. Mdse.",打罅市埠,柯利近省,Dallas,Oregon
North America,United States,柯利近省 打罅市埠,"Dallas, Oregon",,44.919434,-123.31673,國民黨會所,Chung Hwa National Club,Other Services,Political Organizations,國民黨,會所,Chung Hwa,Chung Hwa National Club,打罅市埠,柯利近省,Dallas,Oregon
North America,United States,柯利近省 打罅市埠,"Dallas, Oregon",,44.919434,-123.31673,德盛雜貨,"DUCK SING WING KEE & CO., General Merchandise",Retail Trade,General Merchandise Stores,德盛,雜貨,DUCK SING WING KEE & CO.,"DUCK SING WING KEE & CO., General Merchandise",打罅市埠,柯利近省,Dallas,Oregon
North America,United States,柯利近省 打罅市埠,"Dallas, Oregon",,44.919434,-123.31673,裕昌雜貨,"Yee Chong & Co., General Merchandise",Retail Trade,General Merchandise Stores,裕昌,雜貨,Yee Chong & Co.,"Yee Chong & Co., General Merchandise",打罅市埠,柯利近省,Dallas,Oregon
North America,United States,柯利近省 坦靜頓埠,"Huntington, Oregon",,44.351334,-117.268,國民黨會所,Chung Hwa National Club,Other Services,Political Organizations,國民黨,會所,Chung Hwa,Chung Hwa National Club,坦靜頓埠,柯利近省,Huntington,Oregon
North America,United States,柯利近省 坦靜頓埠,"Huntington, Oregon",,44.351334,-117.268,昭利雜貨,"Chew Lee & Co., General Merchandise",Retail Trade,General Merchandise Stores,昭利,雜貨,Chew Lee & Co.,"Chew Lee & Co., General Merchandise",坦靜頓埠,柯利近省,Huntington,Oregon
North America,United States,柯利近省 坦靜頓埠,"Huntington, Oregon",,44.351334,-117.268,宏利雜貨,"Fong Lee & Co., General Merchandise",Retail Trade,General Merchandise Stores,宏利,雜貨,Fong Lee & Co.,"Fong Lee & Co., General Merchandise",坦靜頓埠,柯利近省,Huntington,Oregon
North America,United States,柯利近省 坦靜頓埠,"Huntington, Oregon",,44.351334,-117.268,新盛源雜貨,"Sun Sing Yuen, Gen. Mdse.",Retail Trade,General Merchandise Stores,新盛源,雜貨,Sun Sing Yuen,"Sun Sing Yuen, Gen. Mdse.",坦靜頓埠,柯利近省,Huntington,Oregon
North America,United States,柯利近省 坦靜頓埠,"Huntington, Oregon",,44.351334,-117.268,永利雜貨,"Wing Lee, General Merchandise",Retail Trade,General Merchandise Stores,永利,雜貨,Wing Lee,"Wing Lee, General Merchandise",坦靜頓埠,柯利近省,Huntington,Oregon
North America,United States,柯利近省 碌古茄令埠,"La Grande, Oregon",,45.32856,-118.09439,泰祥益雜貨,"Hi Chung Yick & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,泰祥益,雜貨,Hi Chung Yick & Co.,"Hi Chung Yick & Co., Gen. Mdse.",碌古茄令埠,柯利近省,La Grande,Oregon
North America,United States,柯利近省 碌古茄令埠,"La Grande, Oregon",,45.326675,-118.091376,同德雜貨,"HONG DUCK YUEN KEE, General Merchandise",Retail Trade,General Merchandise Stores,同德,雜貨,HONG DUCK YUEN KEE,"HONG DUCK YUEN KEE, General Merchandise",碌古茄令埠,柯利近省,La Grande,Oregon
North America,United States,柯利近省 碌古茄令埠,"La Grande, Oregon",,45.32856,-118.09439,同德棧雜貨,"Hong Tuck Jan, General Merchandise",Retail Trade,General Merchandise Stores,同德棧,雜貨,Hong Tuck Jan,"Hong Tuck Jan, General Merchandise",碌古茄令埠,柯利近省,La Grande,Oregon
North America,United States,柯利近省 碌古茄令埠,"La Grande, Oregon",,45.32856,-118.09439,恒昌雜貨,"Hung Chung & Co., General Merchandise",Retail Trade,General Merchandise Stores,恒昌,雜貨,Hung Chung & Co.,"Hung Chung & Co., General Merchandise",碌古茄令埠,柯利近省,La Grande,Oregon
North America,United States,柯利近省 碌古茄令埠,"La Grande, Oregon",,45.32856,-118.09439,占利雜貨,"Jim Lee, General Merchandise",Retail Trade,General Merchandise Stores,占利,雜貨,Jim Lee,"Jim Lee, General Merchandise",碌古茄令埠,柯利近省,La Grande,Oregon
North America,United States,柯利近省 碌古茄令埠,"La Grande, Oregon",,45.338476,-118.096391,生源隆絲髮布疋,"SANG YUEN LOONG & CO., Silk Goods",Retail Trade,Clothing and Clothing Accessories Stores,生源隆,絲髮布疋,SANG YUEN LOONG & CO.,"SANG YUEN LOONG & CO., Silk Goods",碌古茄令埠,柯利近省,La Grande,Oregon
North America,United States,柯利近省 碌古茄令埠,"La Grande, Oregon",,45.347158,-118.068614,泰昌雜貨,"Tai Chong & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,泰昌,雜貨,Tai Chong & Co.,"Tai Chong & Co., Gen. Mdse.",碌古茄令埠,柯利近省,La Grande,Oregon
North America,United States,柯利近省 碌古茄令埠,"La Grande, Oregon",,45.32856,-118.09439,泰隆雜貨,"Tai Lung & Co., Gen. Mdsė",Retail Trade,General Merchandise Stores,泰隆,雜貨,Tai Lung & Co.,"Tai Lung & Co., Gen. Mdsė",碌古茄令埠,柯利近省,La Grande,Oregon
North America,United States,柯利近省 柯利近雪地埠,"Oregon City, Oregon",,45.357803,-122.60846,添記蘇杭雜貨,"Him Kee, General Merchandise",Retail Trade,General Merchandise Stores,添記,蘇杭雜貨,Him Kee,"Him Kee, General Merchandise",柯利近雪地埠,柯利近省,Oregon City,Oregon
North America,United States,柯利近省 柯利近雪地埠,"Oregon City, Oregon",,45.357803,-122.60846,利盛雜貨,"Lee Sing, Groceries",Retail Trade,General Merchandise Stores,利盛,雜貨,Lee Sing,"Lee Sing, Groceries",柯利近雪地埠,柯利近省,Oregon City,Oregon
North America,United States,柯利近省 柯利近雪地埠,"Oregon City, Oregon",,45.357803,-122.60846,新利西菜,"San Lee, Restaurant",Accommodation & Foodservice,Foodservice,新利,餐館,San Lee,"San Lee, Restaurant",柯利近雪地埠,柯利近省,Oregon City,Oregon
North America,United States,柯利近省 片利頓埠,"Pendleton, Oregon",,45.671719,-118.785723,國民黨會所,Chung Hwa National Club,Other Services,Political Organizations,國民黨,會所,Chung Hwa,Chung Hwa National Club,片利頓埠,柯利近省,Pendleton,Oregon
North America,United States,柯利近省 片利頓埠,"Pendleton, Oregon",,45.671719,-118.785723,鉅祥益雜貨,"Gocy Tong Tick & Co., General Merchandise",Retail Trade,General Merchandise Stores,鉅祥益,雜貨,Gocy Tong Tick & Co.,"Gocy Tong Tick & Co., General Merchandise",片利頓埠,柯利近省,Pendleton,Oregon
North America,United States,柯利近省 片利頓埠,"Pendleton, Oregon",,45.67165,-118.786896,興利雜貨,"Hing Lee & Co., General Merchandise",Retail Trade,General Merchandise Stores,興利,雜貨,Hing Lee & Co.,"Hing Lee & Co., General Merchandise",片利頓埠,柯利近省,Pendleton,Oregon
North America,United States,柯利近省 片利頓埠,"Pendleton, Oregon",,45.671719,-118.785723,萬利雜貨,"Man Lee & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,萬利,雜貨,Man Lee & Co.,"Man Lee & Co., Gen. Mdse.",片利頓埠,柯利近省,Pendleton,Oregon
North America,United States,柯利近省 片利頓埠,"Pendleton, Oregon",,45.671719,-118.785723,華英昌雜貨,"Wah Ying Chong, Gen. Mdse.",Retail Trade,General Merchandise Stores,華英昌,雜貨,Wah Ying Chong,"Wah Ying Chong, Gen. Mdse.",片利頓埠,柯利近省,Pendleton,Oregon
North America,United States,柯利近省 片利頓埠,"Pendleton, Oregon",,45.671719,-118.785723,怡和雜貨,"Yee Wo & Co., General Merchandise",Retail Trade,General Merchandise Stores,怡和,雜貨,Yee Wo & Co.,"Yee Wo & Co., General Merchandise",片利頓埠,柯利近省,Pendleton,Oregon
North America,United States,柯利近省 片利頓埠,"Pendleton, Oregon",,45.671719,-118.785723,義和隆雜貨,"Gee Wo Lung Kee, Gen. Mdse.",Retail Trade,General Merchandise Stores,義和隆,雜貨,Gee Wo Lung Kee,"Gee Wo Lung Kee, Gen. Mdse.",片利頓埠,柯利近省,Pendleton,Oregon
North America,United States,柯利近省 片利頓埠,"Pendleton, Oregon",,45.671719,-118.785723,怡源雜貨,"Yce Yuen & Co., General Merchandise",Retail Trade,General Merchandise Stores,怡源,雜貨,Yce Yuen & Co.,"Yce Yuen & Co., General Merchandise",片利頓埠,柯利近省,Pendleton,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.517996,-122.674567,美華總會,"American Born Chinese, Association",Other Services,Overseas Chinese Associations,美華,總會,American Born Chinese,"American Born Chinese, Association",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,保太和油糖雜貨,"BOW TAI WO & CO., Gen. Mdse.",Retail Trade,General Merchandise Stores,保太和,油糖雜貨,BOW TAI WO & CO.,"BOW TAI WO & CO., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.520566,-122.674282,寶和雜貨,"Bow Wo & Co., General Merchandise",Retail Trade,General Merchandise Stores,寶和,雜貨,Bow Wo & Co.,"Bow Wo & Co., General Merchandise",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,寶源蘇杭,"Bow Yuen & Co., Dry Goods",Retail Trade,General Merchandise Stores,寶源,蘇杭雜貨,Bow Yuen & Co.,"Bow Yuen & Co., Dry Goods",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.523138,-122.6722,賓興西衣,"Bun Hing & Co., Merchant Tailor",Retail Trade,Other Clothing Stores,賓興,裁縫,Bun Hing & Co.,"Bun Hing & Co., Merchant Tailor",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526652,-122.675364,羅珊烟仔,"Charley Law, Cigars",Retail Trade,Tobacco Stores,羅珊,煙行,Charley Law,"Charley Law, Cigars",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.525272,-122.67293,兆興隆蘇杭,"Chew Hing Lung & Co., Furnishing Goods",Retail Trade,General Merchandise Stores,兆興隆,蘇杭雜貨,Chew Hing Lung & Co.,"Chew Hing Lung & Co., Furnishing Goods",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,兆昌車衣,"Chew Chong & Co., Gen. Mdse.",Manufacturing,Apparel Manufacturers,兆昌,車衣,Chew Chong & Co.,"Chew Chong & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.525272,-122.67293,兆興隆雜貨,"Chew Hing Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,兆興隆,雜貨,Chew Hing Lung & Co.,"Chew Hing Lung & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,春生堂藥材,"Chun Sang Tong & Co., Drugs",Retail Trade,Health and Personal Care Stores,春生堂,藥材,Chun Sang Tong & Co.,"Chun Sang Tong & Co., Drugs",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.521099,-122.679848,昌兄弟布疋,"Chung Brothers, Dry Goods",Retail Trade,Clothing and Clothing Accessories Stores,昌兄弟,布疋,Chung Brothers,"Chung Brothers, Dry Goods",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,國民黨會所,Chung Hwa National Association,Other Services,Political Organizations,國民黨,會所,Chung Hwa,Chung Hwa National Association,砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.588378,-122.663283,榮利醫局,"Dr. Wing Lee, Physician",Health Care & Social Assistance,Physician,榮利,醫生,Dr. Wing Lee,"Dr. Wing Lee, Physician",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.51561,-122.677033,怡和襍貨,"E. WALL & CO., General Merchandise",Retail Trade,General Merchandise Stores,怡和,雜貨,E. WALL & CO.,"E. WALL & CO., General Merchandise",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,福泰隆雜貨,"Fook Hing Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,福泰隆,雜貨,Fook Hing Lung & Co.,"Fook Hing Lung & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.521322,-122.67389,福生首飾,"Fook Sang & Co., Jeweler",Retail Trade,Jewelry Stores,福生,首飾,Fook Sang & Co.,"Fook Sang & Co., Jeweler",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.520566,-122.674282,元隆蘇杭,"G. D. Young, Dry Goods",Retail Trade,General Merchandise Stores,元隆,蘇杭雜貨,G. D. Young,"G. D. Young, Dry Goods",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,義和炳記雜貨,"Gee Wah Bing Kee, General Merchandise",Retail Trade,General Merchandise Stores,義和炳記,雜貨,Gee Wah Bing Kee,"Gee Wah Bing Kee, General Merchandise",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,錦榮雜貨,"Gim Wing & Co., Groceries",Retail Trade,General Merchandise Stores,錦榮,雜貨,Gim Wing & Co.,"Gim Wing & Co., Groceries",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,添隆雜貨,"Ham Lung & Co., Groceries",Retail Trade,General Merchandise Stores,添隆,雜貨,Ham Lung & Co.,"Ham Lung & Co., Groceries",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.525324,-122.67448,興隆雜貨,"Hang Lung & Co., Groceries",Retail Trade,General Merchandise Stores,興隆,雜貨,Hang Lung & Co.,"Hang Lung & Co., Groceries",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.435904,-122.748377,浩生洗衣,"Ho Sing & Co., Laundry",Other Services,Laundry Services,浩生,洗衣,Ho Sing & Co.,"Ho Sing & Co., Laundry",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.515198,-122.67837,同昌隆雜貨,"Hong Chong Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,同昌隆,雜貨,Hong Chong Lung & Co.,"Hong Chong Lung & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,同福堂藥材,"Hong Fook Tong & Co., Drugs",Retail Trade,Health and Personal Care Stores,同福堂,藥材,Hong Fook Tong & Co.,"Hong Fook Tong & Co., Drugs",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.495887,-122.670874,合興隆雜貨,"Hop Hing Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,合興隆,雜貨,Hop Hing Lung & Co.,"Hop Hing Lung & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.515198,-122.67837,和利成衣,"Hop Lee & Co., Merchant Tailor",Retail Trade,Other Clothing Stores,和利,裁縫,Hop Lee & Co.,"Hop Lee & Co., Merchant Tailor",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.525255,-122.67398,合勝堂(會所),"HOP SING TONG, Association",Other Services,Overseas Chinese Associations,合勝堂,會所,HOP SING TONG,"HOP SING TONG, Association",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.515198,-122.67837,台和隆雜貨,"Hop Wo Lung & Co., Groceries",Retail Trade,General Merchandise Stores,台和隆,雜貨,Hop Wo Lung & Co.,"Hop Wo Lung & Co., Groceries",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.525909,-122.672484,合益和雑貨,"Hop Yick Wo & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,合益和,雜貨,Hop Yick Wo & Co.,"Hop Yick Wo & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.523138,-122.6722,杏香酒樓,"Hung Iling & Co., Restaurant",Accommodation & Foodservice,Foodservice,杏香,餐館,Hung Iling & Co.,"Hung Iling & Co., Restaurant",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.588378,-122.663283,恒信雑貨,"Hung Sun & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,恒信,雜貨,Hung Sun & Co.,"Hung Sun & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,恒益雜貨,"Hung Yick & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,恒益,雜貨,Hung Yick & Co.,"Hung Yick & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,進和雜貨,"John Wo & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,進和,雜貨,John Wo & Co.,"John Wo & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,錦新樓酒樓,"Kim Sun Low, Restaurant",Accommodation & Foodservice,Foodservice,錦新樓,餐館,Kim Sun Low,"Kim Sun Low, Restaurant",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,廣聯泰雜貨,"Kwong Lun Tai & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,廣聯泰,雜貨,Kwong Lun Tai & Co.,"Kwong Lun Tai & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,廣茂興雜貨,"Kwong Mow Hing & Co., General Merchandise",Retail Trade,General Merchandise Stores,廣茂興,雜貨,Kwong Mow Hing & Co.,"Kwong Mow Hing & Co., General Merchandise",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,廣萬源油糖雜貨,"KWONG MAN YUEN & CO., Gen. Mdse.",Retail Trade,General Merchandise Stores,廣萬源,油糖雜貨,KWONG MAN YUEN & CO.,"KWONG MAN YUEN & CO., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,廣生堂藥材,"Kwong Sang Tong & Co., Drugs",Retail Trade,Health and Personal Care Stores,廣生堂,藥材,Kwong Sang Tong & Co.,"Kwong Sang Tong & Co., Drugs",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,廣光隆雜貨,"Kwong Shew Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,廣光隆,雜貨,Kwong Shew Lung & Co.,"Kwong Shew Lung & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,廣生和雜貨,"Kwong Sang Wa & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,廣生和,雜貨,Kwong Sang Wa & Co.,"Kwong Sang Wa & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.52598,-122.673809,廣源隆雜貨,"Kwong Yuen Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,廣源隆,雜貨,Kwong Yuen Lung & Co.,"Kwong Yuen Lung & Co., Gen. Mdse.",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.521043,-122.671848,林象儒醫局,"L. Yee & K. York, Medicine Company",Retail Trade,Health and Personal Care Stores,林象儒,藥材,L. Yee & K. York,"L. Yee & K. York, Medicine Company",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.52598,-122.673809,利生和藥材,"Lee Sang Wah & Co., Drugs",Retail Trade,Health and Personal Care Stores,利生和,藥材,Lee Sang Wah & Co.,"Lee Sang Wah & Co., Drugs",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,利盛隆集貨,"Lee Sing Lung & Co., Groceries",Retail Trade,General Merchandise Stores,利盛隆,雜貨,Lee Sing Lung & Co.,"Lee Sing Lung & Co., Groceries",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.523138,-122.6722,聯興成衣,"Lin Hing & Co., Merchant Tailor",Retail Trade,Other Clothing Stores,聯興,裁縫,Lin Hing & Co.,"Lin Hing & Co., Merchant Tailor",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,聯義堂會所,"Lun Yee Club, Society",Other Services,Overseas Chinese Associations,聯義堂,會所,Lun Yee Club,"Lun Yee Club, Society",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.5167,-122.65031,美以美敎會,"M. E. Chinese Mission, (Church)",Other Services,Religious Associations,美以美,敎會,M. E. Chinese Mission,"M. E. Chinese Mission, (Church)",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.521952,-122.677062,美生洗衣,"Man Sang & Co., Laundry",Other Services,Laundry Services,美生,洗衣,Man Sang & Co.,"Man Sang & Co., Laundry",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.52598,-122.673809,楠隆雜貨,"Nam Lung & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,楠隆,雜貨,Nam Lung & Co.,"Nam Lung & Co., Gen. Mdse",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,南京樓(酒樓),"NAM KIN LOW & CO., Restaurant",Accommodation & Foodservice,Foodservice,南京樓,餐館,NAM KIN LOW & CO.,"NAM KIN LOW & CO., Restaurant",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.587978,-122.662797,安昌和雜貨,"On Chong Wa & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,安昌和,雜貨,On Chong Wa & Co.,"On Chong Wa & Co., Gen. Mdse",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,安興雜貨,"On Hing & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,安興,雜貨,On Hing & Co.,"On Hing & Co., Gen. Mdse",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,安利雜貨,"On Lee & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,安利,雜貨,On Lee & Co.,"On Lee & Co., Gen. Mdse",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,安和堂藥材,"On Wo Tong & Co., Drugs",Retail Trade,Health and Personal Care Stores,安和堂,藥材,On Wo Tong & Co.,"On Wo Tong & Co., Drugs",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.5167,-122.65031,北京西菜,"Pekin, Restaurant",Accommodation & Foodservice,Foodservice,北京,餐館,Pekin,"Pekin, Restaurant",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.521099,-122.679848,砵崙公司女服,"Portland, Underwear Factory",Manufacturing,Apparel Manufacturers,砵崙公司,車衣,Portland,"Portland, Underwear Factory",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.523852,-122.672763,廣榮雜貨,"Quong Wing & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣榮,雜貨,Quong Wing & Co.,"Quong Wing & Co., Gen. Mdse",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.521043,-122.671848,薛柏雜貨,"Seid Back, Gen. Mdse",Retail Trade,General Merchandise Stores,薛柏,雜貨,Seid Back,"Seid Back, Gen. Mdse",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.512215,-122.681182,泗利洗衣,"See Lee, Laundry",Other Services,Laundry Services,泗利,洗衣,See Lee,"See Lee, Laundry",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.521043,-122.671848,薛天眷(代理案件),"SAID BACK JUNIOR, Attorney-at-Law",Professional,Legal Services,薛天眷,代理案件,SAID BACK JUNIOR,"SAID BACK JUNIOR, Attorney-at-Law",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.518262,-122.675545,榮生隆(漆器),"WING SANG LUNG CO., Shanghai Bazaar",Retail Trade,Lacquerware Stores,榮生隆,漆器,WING SANG LUNG CO.,"WING SANG LUNG CO., Shanghai Bazaar",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.526002,-122.672492,上海樓酒樓,"Shanghai Low, Restaurant",Accommodation & Foodservice,Foodservice,上海樓,餐館,Shanghai Low,"Shanghai Low, Restaurant",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.525255,-122.67398,成泰集貨,"Shang Tai & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,成泰,雜貨,Shang Tai & Co.,"Shang Tai & Co., Gen. Mdse",砵崙埠,柯利近省,Portland,Oregon
North America,United States,柯利近省 砵崙埠,"Portland, Oregon",,45.518262,-122.675545,生昌蘇杭,"Sing Chong & Co., Dry Goods",Retail Trade,General Merchandise Stores,生昌,蘇杭雜貨,Sing Chong & Co.,"Sing Chong & Co., Dry Goods",砵崙埠,柯利近省,Portland,Oregon
